"Genotype","BV","Std_Error(BV)","Derregressed_BV"
1087120,6.359,0.695401574879602,9.03498692527531
1085618,1.272,0.694312946636632,0.628134518454972
1091040,12.52,0.694530827637098,19.9551429817508
1091686,5.711,0.6704377427373,15.0383210385946
1082624,-7.829,0.693876951607892,-8.21284818087417
1088628,3.64,0.694748630961628,9.0683592786859
1088644,-6.949,0.693985979493553,-15.1608581283269
1084648,-4.749,0.720321102609911,-10.3445612985728
1083276,-6.661,0.658681829656672,-14.1797335101329
1084112,1.493,0.672245417119776,2.77273483186614
1094004,0.2911,0.693113212676713,-2.73088744316384
1084022,0.8367,0.693876951607892,1.09816165789695
1085330,17.94,0.693113212676713,24.0425329243611
1088676,-8.49,0.693440645875408,-18.7297487773076
1088606,-6.588,0.627007884107504,-19.113183855111
1080862,2.822,0.702322811480503,10.5095548221528
1090712,3.185,0.693440645875408,-5.75146298056667
1090718,12.77,0.693876951607892,15.7240770232925
1089706,22.81,0.69518400458288,28.9510417847449
1093734,6.44,0.694421896846357,10.9045760382642
1087716,NA,NA,NA
1088416,3.758,0.673372689140904,5.72362086870448
1088384,-4.669,0.660980648982445,-17.6712861199513
1088608,-7.727,0.53612179586764,-41.1436322171985
294054,4.179,0.682432023846512,6.1895215124628
1082458,10.92,0.692348522215318,13.7778842705543
1093220,5.318,0.693985979493553,15.1503410818204
1085674,-10.78,0.693985979493553,-26.7802342119564
1092304,11.38,0.761516078918751,13.789770054454
1093272,0.4699,0.693331520894827,4.11343698775408
1080958,-5.331,0.656028584744446,-6.22842052835984
1088278,6.426,0.695727784682305,10.3327477626154
1090816,-17.1,0.682432023846512,-33.0195273544312
1081278,-4.046,0.690377806043188,-6.58487005940387
1088664,-6.664,0.76247751281653,-11.5321487660194
1095268,-3.326,0.683541624592201,-6.43513608010626
1093708,5.811,0.694312946636632,9.4750573456868
1083844,5.449,0.694748630961628,7.15201232855368
1089612,23.07,0.694857503495417,29.5605634923045
1087932,-1.743,0.695292799440733,-5.27139850334618
1088686,-1.924,0.682320956967531,-3.79510513754335
1084228,-5.268,0.626646720133603,-8.10804834732383
1091092,11.74,0.693549751437005,18.2270583742614
1083348,1.174,0.682209870669567,5.38001487301743
1091656,-0.8013,0.694748630961628,-1.24974009960872
1090758,15.81,0.713822034721143,21.6910249943372
1091204,9.612,0.695292799440733,10.3573241045385
1085738,-0.1563,0.681987639816685,-2.83315081450508
1087834,-0.1969,0.694203977007923,-1.76658967080262
1086654,13.99,0.709907992853814,22.4000442193631
1087612,8.814,0.672922013360261,14.6115365309965
1085408,-11.29,0.673823054217803,-22.4054546551765
1081892,-0.395,0.681765331287867,2.19743960260629
1092058,NA,NA,NA
1087808,3.893,0.694203977007923,7.57517042786854
1084654,-2.28,0.693549751437005,-5.82118923660774
1091310,5.258,0.673935596939568,-0.362008958490632
1089606,19.25,0.694639739008855,20.8132295810184
1092224,1.815,0.669078724561131,-7.2385439447721
1089374,1.724,0.692894826782663,2.33020408552204
1085648,-9.508,0.682320956967531,-25.0873627485686
1082694,-7.592,0.694530827637098,-7.6781729096642
1090922,-4.737,0.711180324685412,-3.80705618234488
1091020,4.974,0.693876951607892,2.80628095794178
1093256,-1.951,0.681654147894982,-1.37543417271882
1086314,-11.7,0.694203977007923,-10.4127522164328
1091720,2.911,0.683319859794935,7.5619806979288
1082310,8.203,0.684206452928383,24.1765908144873
1092896,3.444,0.694421896846357,9.13234991748204
1091336,11.63,0.695075190306043,14.9691214231327
1093408,-7.035,0.694966356610222,-5.8590886542981
1086440,NA,NA,NA
1088826,4.688,0.771137321345347,6.15674883253085
1091162,NA,NA,NA
1089356,6.741,0.693658837579618,13.589340913731
1082004,5.129,0.695075190306043,4.63764112800547
1085036,21.99,0.694748630961628,28.084548925518
1085876,-5.405,0.691801732173373,-8.31311790935344
1092076,-0.4728,0.695401574879602,-1.71577578730685
1083102,4.184,0.533837181528662,1.77812927825007
1084710,-1.065,0.671116203200248,-3.36995690267787
1090872,-2.986,0.500288604940189,14.7820039985792
1087830,NA,NA,NA
1091732,-9.302,0.659832210268759,-23.7435272176642
1088216,-2.841,0.695401574879602,-10.7332907226693
1087032,2.056,0.694966356610222,-0.772840511293544
1085034,NA,NA,NA
1082418,10.95,0.693658837579618,13.8204477571246
1091048,3.656,0.694421896846357,-0.180442705863688
1081634,8.938,0.693331520894827,13.3356320342984
1091706,3.572,0.673597910517322,9.52786520712037
1082532,8.175,0.681542945083113,7.49509424162445
1092354,6.101,0.689829268292683,3.46436201303557
1086918,1.019,0.693440645875408,5.54653072417041
1088634,-3.896,0.694421896846357,-8.15394518886737
1085462,-2.916,0.674160624126146,-1.57319793538325
1085070,16.79,0.695401574879602,16.271360492405
1084624,2.063,0.693331520894827,4.13683239583709
294374,NA,NA,NA
1091596,17.41,0.69300402943918,22.4395454832724
1089212,1.187,0.692785604707162,1.12126420819335
1082510,6.289,0.693331520894827,3.27958445912057
1085486,-5.939,0.695510330899487,-8.64845672736722
1089708,17.78,0.695510330899487,17.4453512496482
1081274,-5.128,0.654292673217337,-9.98949116963232
1088690,-1.314,0.693876951607892,-2.25252523507612
1088282,NA,NA,NA
1080352,6.765,0.694966356610222,11.3058928713474
1085708,13.35,0.683098017321734,29.2374787066812
1088876,8.89,0.763820257884107,13.7301489085778
1093506,-8.945,0.672696558956035,-10.3587239884382
1082148,7.902,0.69409498796023,11.0032820900961
1091050,12.35,0.692894826782663,19.6505268304463
1084618,-0.7751,0.69300402943918,-2.37774931699817
1086982,-9.011,0.693113212676713,-16.9764567475409
1083812,0.07965,0.69518400458288,-5.01081684003031
1094006,0.9364,0.693876951607892,-1.26218180782097
1084354,NA,NA,NA
1084296,NA,NA,NA
1087660,NA,NA,NA
1080848,-4.193,0.580890748796023,-3.19522463314907
1093812,2.46,0.563359911449433,-0.228442745986739
1089646,14.71,0.694857503495417,10.4119938938026
1089234,3.504,0.694203977007923,6.31261488390429
1084298,1.301,0.657875407798664,9.54898764423436
1081484,4.805,0.694857503495417,4.42428611887873
1084232,-2.631,0.498336336802859,5.31731974581733
1086224,-13.65,0.658912061130962,-15.1526395258577
1093784,2.475,0.695075190306043,1.87874981703518
1092036,9.957,0.695727784682305,22.1232509063624
1080222,8.244,0.694748630961628,14.6888314760202
1085742,NA,NA,NA
1091226,3.578,0.669871824996116,-4.78108254281006
294350,-1.921,0.792487484464813,-3.59413799557116
1085698,NA,NA,NA
1088626,7.664,0.693331520894827,18.3640671430288
1091682,-3.039,0.683319859794935,-6.62045575980625
1086256,-15.77,0.682543071306509,-19.9490930259231
1095386,1.841,0.659487299984465,5.22023846253518
1090770,16.03,0.693549751437005,23.0346601808079
1081598,-1.622,0.67314739008855,-11.6684540708397
1088666,-1.409,0.682209870669567,-2.55999569623761
1089220,0.2334,0.693440645875408,-1.02083698709156
1085332,25.03,0.692894826782663,40.2728736566712
1082134,5.116,0.694421896846357,4.60557922571466
1084404,1.709,0.694748630961628,2.2784598240374
1091438,10.01,0.692676363212677,5.50570405287036
1085108,15.95,0.695401574879602,14.3674845793897
1092042,4.05,0.726023924188286,7.75377737460632
1080428,-10.43,0.6704377427373,-24.7163382314833
1085712,0.5135,0.694530827637098,-1.09217625219758
1082164,-7.923,0.684206452928383,-26.5900669993504
