"Genotype","BV","Std_Error(BV)","Derregressed_BV"
1087120,0.02328,0.467858657454286,0.485264337920163
1085618,0.2916,0.455683542795878,1.11435103115057
1091040,-0.04823,0.446280243016261,0.466839565876724
1091686,0.1475,0.466076836023587,0.44778200114944
1082624,0.0088,0.453159807016499,1.58670616999418
1088628,-0.01135,0.453881470010126,-0.639111994145851
1088644,0.002272,0.461430162606468,-0.455440127250506
1084648,-0.1219,0.461788313776878,-1.20083333506958
1083276,0.1228,0.443370718923104,-0.444283812534984
1084112,-0.2578,0.457123056763357,-0.728816303797819
1094004,0.2014,0.456763356959914,0.90598110586947
1084022,0.2171,0.457842098993388,3.28167606403494
1085330,-0.1517,0.453159807016499,-0.412709661751255
1088676,0.04024,0.455683542795878,-0.137154014756253
1088606,-0.01785,0.44700643278337,-0.779100455212152
1080862,0.1341,0.407486092084103,0.677834175582694
1090712,0.3199,0.454602656501281,-0.621720119010499
1090718,0.4602,0.457482637441182,0.596276844640599
1089706,-0.04861,0.466076836023587,0.566398920034594
1093734,0.1385,0.457842098993388,-0.00931140040755947
1087716,0.2826,0.461071892310441,0.704368593612954
1088416,0.2374,0.466433438560963,-0.752054149613256
1088384,0.2385,0.467502531419382,1.5020626565097
1088608,-0.01309,0.461071892310441,-0.592713533614809
294054,0.03647,0.456043599976175,-0.412158345782374
1082458,0.4796,0.459996366668652,1.75480679326231
1093220,0.2378,0.426493001369945,0.821004665387766
1085674,0.2158,0.457123056763357,0.50419665208199
1092304,0.1981,0.441913097861695,0.333687904392995
1093272,0.0462,0.458201441419978,-0.968161439014445
1080958,0.1146,0.403722913812615,0.585327610383002
1088278,0.03674,0.469992912025731,-0.184802757725111
1090816,-0.1348,0.455683542795878,-0.0678305888040607
1081278,-0.1275,0.418704151527786,0.202135545246133
1088664,0.03516,0.46714628625886,-0.152715369413478
1095268,0.2204,0.382045327297635,0.53519768794783
1093708,0.1604,0.463219727202335,0.177638602920149
1083844,0.4497,0.456403538030854,2.02830477151406
1089612,-0.02595,0.466076836023587,0.760285141044349
1087932,0.1479,0.461071892310441,1.22441939454296
1088686,0.3057,0.461071892310441,2.20881998376598
1084228,-0.1172,0.432392101971529,-0.998148206981757
1091092,0.08096,0.450268390017273,1.65706130883217
1083348,0.1581,0.457482637441182,-0.0729415875906865
1091656,0.1988,0.467502531419382,0.880799770442807
1090758,0.515,0.455683542795878,1.0712810414964
1091204,-0.042,0.461788313776878,0.147947721921629
1085738,0.2629,0.457123056763357,0.87444360850073
1087834,-0.05875,0.462146345821669,-0.510501116305928
1086654,-0.03535,0.459996366668652,-0.0590869417856001
1087612,0.2817,0.456763356959914,0.722448507047449
1085408,0.01659,0.459996366668652,-0.00669924783555289
1081892,-0.4648,0.448094823991899,-1.77351826866599
1092058,0.05531,0.470703377211269,-0.705643716983724
1087808,-0.08824,0.462146345821669,-0.755926612210973
1084654,0.1106,0.457482637441182,1.08942522084424
1091310,-0.1359,0.441183572577283,-0.87485046328553
1089606,-0.07386,0.46678992197272,0.346253629596742
1092224,0.2378,0.431656382154982,0.641639072768855
1089374,0.3575,0.431288343558282,1.8070694157436
1085648,0.1848,0.454602656501281,0.262881310341931
1082694,-0.2838,0.453520698076121,-0.791085589384074
1090922,-0.07714,0.465720114360593,0.353419293504844
1091020,-0.05469,0.447369348978498,0.39510365502125
1093256,0.1282,0.458560664720948,-0.295506826373291
1086314,0.2815,0.453159807016499,2.69020525151546
1091720,0.227,0.466433438560963,1.13535379479836
1082310,0.2068,0.463934719161356,0.566066830549439
1092896,0.2087,0.460713502888796,0.332496089427234
1091336,-0.143,0.458201441419978,-0.765074845368571
1093408,0.02947,0.454602656501281,1.26725671453998
1086440,-0.2688,0.414976710941688,-0.18447317010277
1088826,0.2208,0.458201441419978,-0.0971032773354553
1091162,-0.1554,0.450268390017273,-0.574517508347263
1089356,0.2131,0.446280243016261,0.401784387707461
1082004,0.1142,0.468214664363571,0.336930094614303
1085036,0.1706,0.45171505152183,0.695618023853823
1085876,0.2372,0.454963071058431,2.21517779424657
1092076,0.2145,0.470703377211269,0.673939414253824
1083102,-0.4353,0.465006313657752,-1.32328337447071
1084710,-0.08275,0.461071892310441,-0.834099861789425
1090872,-0.2017,0.453881470010126,-0.631564709313675
1087830,-0.02637,0.462146345821669,-0.241024088248777
1091732,-0.09621,0.464649234617905,-1.70573406236711
1088216,-0.02426,0.468926320805289,-0.691703181141582
1087032,-0.0006811,0.46678992197272,0.281667162030283
1085034,-0.082,0.450268390017273,-1.35840266077856
1082418,0.2462,0.460354994341533,-0.318689103830637
1091048,0.005457,0.450268390017273,0.94420424573563
1081634,0.04322,0.458201441419978,1.03560255957566
1091706,0.177,0.46714628625886,0.696837966679416
1082532,0.301,0.459996366668652,0.165978104242814
1092354,0.2942,0.432392101971529,1.0522041962704
1086918,0.108,0.449544344511287,0.748989097262861
1088634,0.2341,0.461071892310441,1.57959761215939
1085462,-0.03629,0.461430162606468,-0.455846519698862
1085070,0.05313,0.442277681815474,-0.287765895134475
1084624,-0.0259,0.463219727202335,-0.276013741292473
294374,-0.01232,0.469637500744535,-0.890796770145608
1091596,0.2825,0.453520698076121,1.2591152634974
1089212,0.1469,0.445190064923462,-0.130380055608078
1082510,0.01971,0.457482637441182,-2.4218109050568
1085486,-0.03891,0.453520698076121,-0.52923809275437
1089708,-0.0439,0.463577282744654,0.62959353545395
1081274,-0.1427,0.407861754720353,0.119713897287634
1088690,0.008871,0.456763356959914,-0.425425133686841
1088282,-0.03766,0.468570552147239,-0.805988159063981
1080352,0.281,0.462862052534397,0.566476730329859
1085708,0.1631,0.457123056763357,0.0899288261102788
1088876,0.4081,0.457482637441182,1.22278725114172
1093506,0.01725,0.458919768896301,1.09736322984341
1082148,0.1599,0.468926320805289,0.729505760521408
1091050,0.08475,0.448819822502829,1.72718615066164
1084618,-0.03966,0.463577282744654,-0.403312663390487
1086982,0.09887,0.454602656501281,0.636989318759941
1083812,0.152,0.456403538030854,-0.494698353611945
1094006,0.2364,0.452076419083924,1.24224378540275
1084354,-0.03643,0.450630234081839,-0.151749940227053
1084296,-0.1196,0.45171505152183,-0.817106527388478
1087660,0.2129,0.458201441419978,0.0899378247891437
1080848,-0.01368,0.405982250282923,-0.116315142581671
1093812,-0.5167,0.461071892310441,-1.04823785161667
1089646,0.1668,0.466076836023587,2.40951590448787
1089234,0.07844,0.445190064923462,-0.683275237614688
1084298,0.003207,0.452076419083924,0.166867788716305
1081484,0.265,0.461430162606468,0.945586198823487
1084232,0.06636,0.447369348978498,0.707614103360139
1086224,0.1424,0.449182143069867,1.6844309553602
1093784,0.1997,0.463219727202335,0.495163282493805
1092036,0.07002,0.470703377211269,-0.578162921327562
1080222,0.5782,0.462146345821669,3.04690999565964
1085742,0.04632,0.456043599976175,-0.839618101289307
1091226,-0.1663,0.460713502888796,-0.949670600392158
294350,0.3107,0.479896062898326,1.70870131625235
1085698,0.1978,0.454242122818512,0.3686280804742
1088626,0.01184,0.458560664720948,-0.387447444491508
1091682,0.1494,0.461788313776878,0.484153600103147
1086256,-0.09865,0.45171505152183,-0.25706420874232
1095386,0.1132,0.381661564119364,-0.213272799952963
1090770,0.5893,0.456043599976175,1.70552480150951
1081598,0.2211,0.463219727202335,0.559251260763353
1088666,0.1732,0.460713502888796,1.04874858200775
1089220,0.231,0.454242122818512,0.517171503871752
1085332,-0.1999,0.453520698076121,-0.838408344304184
1082134,-0.006476,0.467502531419382,-0.72189415002046
1084404,0.3373,0.458560664720948,2.77314152520001
1091438,0.4874,0.452076419083924,3.12539323953428
