"Genotype","BV","Std_Error(BV)","Derregressed_BV"
1087120,0.07171,0.53214314730797,0.249901235591236
1085618,0.0841,0.52315474841463,0.265287701204419
1091040,-0.00651,0.513168731318712,0.158761748502273
1091686,0.04941,0.530352309317232,0.19490124792858
1082624,0.02054,0.522251204796093,0.517902629568403
1088628,0.005377,0.515902453208585,-0.036315167833329
1088644,-0.03304,0.527659638154941,-0.249040001089678
1084648,-0.05493,0.526760370653861,-0.367202542190838
1083276,0.01331,0.504000735492202,-0.206552723051981
1084112,-0.09235,0.524057436809674,-0.257139311404056
1094004,0.0937,0.52315474841463,0.346791593834967
1084022,0.04824,0.52586024792929,0.528446655520987
1085330,-0.07455,0.522251204796093,-0.233991764465528
1088676,0.05718,0.518628478087036,0.283865585569381
1088606,-0.04025,0.504921383580564,-0.364903356525917
1080862,0.08422,0.489154055683602,0.283575621010559
1090712,0.1043,0.521346805954066,0.0223104953350364
1090718,0.1363,0.524959269981228,0.205413424035563
1089706,0.02946,0.531248155924347,0.310968871939523
1093734,0.1442,0.520441551888547,0.24146319757639
1087716,0.1637,0.526760370653861,0.327790002055592
1088416,0.07972,0.533037283468102,-0.0767090052476453
1088384,0.1111,0.530352309317232,0.423898949603298
1088608,-0.01918,0.526760370653861,-0.171915731072842
294054,0.01323,0.52315474841463,-0.0958132145452602
1082458,0.1519,0.526760370653861,0.245329327673152
1093220,0.05479,0.476929918711007,0.205986353535832
1085674,0.1035,0.524959269981228,0.366541991734358
1092304,0.1224,0.519535442599537,0.272711063597153
1093272,-0.001057,0.52586024792929,-0.169012226923397
1080958,0.05554,0.483530106004952,0.170660742140608
1088278,0.06811,0.533930564404743,0.176023039557468
1090816,0.01381,0.524057436809674,0.148860192651055
1081278,0.01536,0.4938171617698,0.253807658578971
1088664,-9.595e-05,0.537495135916393,-0.0562545680359954
1095268,0.1012,0.461686415202453,0.205875942610268
1093708,0.1662,0.529455607486627,0.352578642033053
1083844,0.1535,0.524959269981228,0.447689222952717
1089612,0.01684,0.531248155924347,0.240051498065601
1087932,0.08885,0.526760370653861,0.507478078142146
1088686,0.04159,0.526760370653861,0.175372261743846
1084228,-0.1113,0.490088387347824,-0.647111101800451
1091092,0.009382,0.519535442599537,0.242034292297875
1083348,0.05101,0.52586024792929,0.0422178806984359
1091656,0.05704,0.53214314730797,0.234903287124173
1090758,0.1622,0.52315474841463,0.354741942105059
1091204,-0.01138,0.528558050432529,-0.0547558399673777
1085738,0.07686,0.524959269981228,0.223062664351227
1087834,-0.02653,0.528558050432529,-0.138038917857182
1086654,-0.0006913,0.52586024792929,0.0917752471775563
1087612,0.1325,0.519535442599537,0.150647605251602
1085408,0.004722,0.524959269981228,-0.0124009640816449
1081892,-0.2184,0.517720658351044,-0.687545206095324
1092058,0.04364,0.534822990117892,-0.0274573294575473
1087808,-0.02653,0.528558050432529,-0.138038917857182
1084654,0.09313,0.519535442599537,0.554787884247336
1091310,-0.03378,0.496604762739623,-0.252920968509352
1089606,0.02642,0.531248155924347,0.293885764445329
1092224,0.1148,0.504000735492202,0.2545899553865
1089374,0.1071,0.494747217316565,0.446024716084969
1085648,0.007184,0.521346805954066,-0.158081076034182
1082694,-0.1186,0.522251204796093,-0.253517281606998
1090922,0.02082,0.538384140735578,0.165828383328102
1091020,-0.04747,0.514992067802118,-0.099000148829212
1093256,-0.03209,0.52586024792929,-0.33940019609921
1086314,0.06659,0.52315474841463,0.472854731928304
1091720,0.05906,0.531248155924347,0.248030444386193
1082310,0.102,0.526760370653861,0.284790445463675
1092896,0.06304,0.52586024792929,0.128506144926392
1091336,-0.03331,0.52315474841463,-0.18865992507721
1093408,-0.02079,0.520441551888547,0.22716453632115
1086440,-0.03594,0.491954485005794,0.136409795197442
1088826,0.09125,0.534822990117892,0.0378490472092089
1091162,-0.04528,0.519535442599537,-0.0834262171690652
1089356,0.02003,0.517720658351044,-0.100154981092855
1082004,0.004298,0.533037283468102,0.0333296215888101
1085036,0.07541,0.522251204796093,0.172519668668465
1085876,0.0264,0.524057436809674,0.312038615565114
1092076,0.08519,0.534822990117892,0.207044599932465
1083102,-0.2433,0.531248155924347,-0.554014341174351
1084710,-0.02935,0.524959269981228,-0.218131741613852
1090872,-0.07772,0.520441551888547,-0.369352199825484
1087830,-0.006231,0.528558050432529,-0.0258390033795962
1091732,-0.05933,0.527659638154941,-0.435309580048315
1088216,-0.03847,0.533037283468102,-0.413089257835559
1087032,0.04949,0.530352309317232,0.125555063630447
1085034,-0.04174,0.520441551888547,-0.474010001578028
1082418,0.1333,0.526760370653861,0.138454132370875
1091048,0.02628,0.519535442599537,0.342645899794351
1081634,0.05087,0.52586024792929,0.372714602124508
1091706,0.05189,0.53214314730797,0.206032040751274
1082532,0.1574,0.526760370653861,0.276932208004471
1092354,0.1522,0.504000735492202,0.447705348728423
1086918,0.002856,0.514992067802118,0.046144685958319
1088634,0.05502,0.526760370653861,0.252121936641462
1085462,0.02049,0.526760370653861,0.0772048301207389
1085070,0.01163,0.507678196504701,-0.205912312223284
1084624,0.001077,0.528558050432529,-0.0317840536788015
294374,-0.03003,0.533037283468102,-0.209977337592303
1091596,0.1049,0.522251204796093,0.241973593491959
1089212,0.05173,0.515902453208585,0.0726010880040791
1082510,-0.02134,0.52315474841463,-0.779319611068972
1085486,-0.02175,0.514992067802118,-0.181376685994086
1089708,-0.03023,0.527659638154941,-0.0242275118867338
1081274,0.001277,0.476929918711007,0.210119186868663
1088690,-0.002164,0.521346805954066,-0.0790794046743708
1088282,0.01827,0.53214314730797,-0.100035622956292
1080352,0.1308,0.529455607486627,0.348583266799981
1085708,0.05333,0.524959269981228,0.0963333635507357
1088876,0.1285,0.533930564404743,0.215625273198185
1093506,0.01003,0.526760370653861,0.381398093725816
1082148,0.06108,0.533037283468102,0.353951816380074
1091050,0.01232,0.517720658351044,0.264509597732213
1084618,0.01093,0.528558050432529,0.0261289080099667
1086982,0.05687,0.52315474841463,0.335989978828257
1083812,0.1056,0.524959269981228,0.179520934098709
1094006,0.08665,0.51681198339156,0.322957031743404
1084354,-0.01073,0.517720658351044,0.0637404411466337
1084296,-0.1124,0.520441551888547,-0.499447952631326
1087660,0.1293,0.522251204796093,0.131035815424805
1080848,0.05808,0.486345929349987,0.17910446744999
1093812,-0.2418,0.528558050432529,-0.582877590109618
1089646,0.03562,0.531248155924347,0.345584642388283
1089234,0.02303,0.515902453208585,-0.0857666738136652
1084298,-0.0492,0.520441551888547,-0.150617048774486
1081484,0.112,0.526760370653861,0.270015690207476
1084232,-0.00237,0.513168731318712,0.116406171141477
1086224,0.03539,0.51681198339156,0.324279477083866
1093784,0.1662,0.529455607486627,0.352578642033053
1092036,0.03766,0.534822990117892,-0.0612075469726443
1080222,0.1473,0.527659638154941,0.44600280051297
1085742,-0.004726,0.52315474841463,-0.220190886526541
1091226,-0.04289,0.526760370653861,-0.238100471156572
294350,0.06907,0.54898549113347,0.311046986689271
1085698,0.06994,0.520441551888547,0.191175507060341
1088626,0.004408,0.52315474841463,-0.0387688996237122
1091682,0.05189,0.52315474841463,0.222064084446112
1086256,0.02505,0.521346805954066,0.255657910993751
1095386,0.06218,0.461686415202453,0.0153272733224677
1090770,0.1697,0.52315474841463,0.397601015704176
1081598,0.07523,0.528558050432529,0.0612316238155077
