"Genotype","BV","Std_Error(BV)","Derregressed_BV"
1087120,-4.316,0.646545290113761,-10.7894083769598
1085618,4.78,0.678549156588568,3.85280212300895
1091040,5.504,0.676593401362786,10.6187374070988
1091686,-1.139,0.601269785476554,-0.656534583288621
1082624,-1.757,0.677680664330671,-7.64081282646428
1088628,2.958,0.678115056916999,1.46427186011942
1088644,5.374,0.678115056916999,7.46937895703784
1084648,0.09775,0.738001479219529,-2.26787323875544
1083276,3.085,0.64335281216475,6.87782605807218
1084112,4.975,0.643809759187454,3.45269776290335
1094004,-3.261,0.67637572908314,-2.56089526701517
1084022,6.995,0.643809759187454,9.26671444265072
1085330,-2.529,0.676157983574805,-3.34827949394601
1088676,4.544,0.678115056916999,5.40636617125875
1088606,4.085,0.644722774488589,4.31584372343751
1080862,-0.8594,0.696305978756357,-4.47089232454306
1090712,4.832,0.675504307677662,13.5855597671594
1090718,-0.4315,0.675722272872066,0.929242472605347
1089706,-4.064,0.680931468930898,-7.33730937237465
1093734,0.3196,0.679416477187432,2.04284583028042
1087716,NA,NA,NA
1088416,-1.551,0.679416477187432,2.6094098541093
1088384,-5.71,0.648816844063167,-7.52891622332267
1088608,6.549,0.532307545850313,20.4908693066456
294054,-0.6217,0.642438039375066,5.02928428238559
1082458,5.036,0.675722272872066,8.12576674345165
1093220,5.271,0.678332143367128,6.25349456508452
1085674,7.067,0.678549156588568,9.4504993043962
1092304,-2.25,0.74751201865867,-1.1859078016681
1093272,4.712,0.678332143367128,4.87781878533397
1080958,4.132,0.63392084710948,6.39105778839657
1088278,-6.34,0.68201140902983,-8.67279308298351
1090816,7.668,0.64449463050634,11.5322255225076
1081278,4.991,0.668711065221132,8.6591200794459
1088664,6.434,0.739370892328196,8.80994970903881
1095268,-2.862,0.659841606344534,0.104795454817961
1093708,-1.452,0.679633124265425,-2.29810025723418
1083844,1.148,0.679416477187432,1.06664990413126
1089612,-8.083,0.680931468930898,-17.2609010992928
1087932,-0.2717,0.68006619873534,0.0580972161712614
1088686,3.805,0.644722774488589,3.50385818794366
1084228,0.4146,0.642666842415522,-1.14598720515472
