"Genotype","BV","Std_Error(BV)","Derregressed_BV"
1087120,0.6529,0.49934407077746,1.59009962745522
1085618,0.06131,0.493290855069764,-0.264520417439327
1091040,0.1902,0.458563769493324,-0.968181730576773
1091686,-0.4806,0.504360631616837,-0.634329921782339
1082624,0.06656,0.49253164556962,-0.191363092416021
1088628,NA,NA,NA
1088644,0.08252,0.494807569045597,0.0118273111963433
1084648,0.06773,0.497834176899445,-0.759459794211603
1083276,0.06452,0.503860112215869,0.996701621649146
1084112,NA,NA,NA
1094004,-0.4177,0.503609757791804,-0.855782509738207
1084022,0.4368,0.49707837744821,-0.248544648122337
1085330,NA,NA,NA
1088676,-0.05158,0.503359340218685,-0.942136656399973
1088606,NA,NA,NA
1080862,-0.2129,0.467158892491893,-0.054267722302229
1090712,-0.6896,0.493796678991257,-0.808969903807413
1090718,-0.6888,0.493796678991257,-0.804215621279631
1089706,0.4501,0.49934407077746,1.66324910848859
1093734,0.01198,0.50735844350212,0.141191303219388
1087716,-0.2592,0.496574195402117,-0.855498004581552
1088416,-0.03509,0.507607850690377,1.44088534120429
1088384,-0.0538,0.510595811323257,0.394489949030304
1088608,-0.05175,0.503359340218685,-0.943355604169585
294054,-0.4083,0.503609757791804,-0.794584074624506
1082458,0.1031,0.494554941255593,-0.878865555566635
1093220,-0.2569,0.504360631616837,-0.88120611201377
1085674,NA,NA,NA
1092304,0.1061,0.502858315625286,-0.168809900872524
1093272,-0.2619,0.496069760759809,-0.986476683186921
1080958,-0.05891,0.454371682701264,0.720999793418302
1088278,-0.1782,0.47594254699079,-0.629033272001211
1090816,0.8217,0.491265033421637,2.73851967678018
1081278,0.5437,0.464561571906249,0.297865177243821
1088664,0.04294,0.503108859496513,-0.265384765661246
1095268,0.247,0.409105588375522,-0.845698271022735
1093708,-0.1358,0.507607850690377,-0.86797858854737
1083844,-0.1034,0.504360631616837,-0.774202613557938
1089612,0.4688,0.507607850690377,1.66994363738565
1087932,-0.1524,0.495817448715075,-0.960428779231045
1088686,0.3067,0.503108859496513,1.63105421829399
1084228,NA,NA,NA
1091092,0.2218,0.486692157834745,-0.326671196343843
1083348,-0.2125,0.495312635178443,-0.881880744881121
1091656,-0.041,0.504360631616837,2.33161301711545
1090758,-0.7005,0.484908291786518,-0.890267111059392
1091204,0.2351,0.496826317999691,0.382415818953886
1085738,-0.006945,0.501855508649842,-0.692560920265787
1087834,-0.06652,0.495817448715075,-0.316274349944141
1086654,0.2158,0.492278449438131,1.6304695195087
1087612,-0.273,0.504860898421589,-0.891588774800308
1085408,0.141,0.50735844350212,0.0554223937111319
1081892,NA,NA,NA
1092058,-0.2274,0.510347161923647,-0.963181841752036
1087808,0.04133,0.495817448715075,0.492669003556006
1084654,0.03241,0.497834176899445,-1.02290772059213
1091310,NA,NA,NA
1089606,0.3832,0.507607850690377,1.06466764365196
1092224,0.3325,0.476456959183609,1.21731819256353
1089374,-0.1304,0.497330373747675,0.568602126638347
1085648,NA,NA,NA
1082694,-0.01643,0.483632207280454,-0.81247677137618
1090922,0.2895,0.516297318375427,-0.872121169846772
1091020,0.4828,0.458563769493324,2.29629459004369
1093256,NA,NA,NA
1086314,-0.1106,0.500600579076824,-0.367615053885155
1091720,-0.5018,0.495817448715075,-0.808066750257903
1082310,0.1117,0.498085983751749,1.00979048465507
1092896,0.3289,0.494049496228423,2.59227754182928
1091336,NA,NA,NA
1093408,-0.01929,0.435040147010997,-0.511469177501826
1086440,-0.01078,0.436108123810035,-0.672004008053019
1088826,0.1682,0.517285474770374,1.06839467073554
1091162,0.6493,0.458563769493324,4.15389987843503
1089356,-0.3436,0.497330373747675,-0.850417546468664
1082004,-0.3933,0.508355693360824,-0.845445052186288
1085036,-0.1834,0.49253164556962,-0.622565515333985
1085876,0.1047,0.478512081992732,-1.01855994577844
1092076,-0.2211,0.510347161923647,-0.918086799671123
1083102,NA,NA,NA
1084710,0.2901,0.497834176899445,0.899173144328525
1090872,NA,NA,NA
1087830,0.187,0.495817448715075,1.58528632673047
1091732,-0.4407,0.484653201183413,-0.343021937788771
1088216,NA,NA,NA
1087032,0.5466,0.488218723062982,0.77899454245633
1085034,NA,NA,NA
1082418,0.1598,0.494554941255593,-0.50901905950011
1091048,0.2505,0.486692157834745,-0.107053993977945
1081634,0.5411,0.501102740353193,-0.983293870757883
1091706,-0.5157,0.504360631616837,-0.871146566812622
1082532,0.1023,0.494554941255593,-0.884083848280096
1092354,0.01032,0.48567318470151,-0.790026255805724
1086918,-0.2392,0.495565073521286,-0.280180518702806
1088634,0.04745,0.494807569045597,-0.26558800613936
1085462,0.1836,0.499092579670425,0.37145010175398
1085070,NA,NA,NA
1084624,0.2497,0.461957936415218,0.868680128922038
294374,-0.2345,0.498337727454998,-0.964835061207726
1091596,0.9567,0.503108859496513,2.06696119445629
1089212,-0.3238,0.476971118780213,-0.832947357917634
1082510,NA,NA,NA
1085486,NA,NA,NA
1089708,0.1471,0.499092579670425,-0.694480907513725
1081274,0.9534,0.464561571906249,2.88291133022884
1088690,-0.05006,0.494807569045597,-1.03692440743404
1088282,NA,NA,NA
1080352,-0.003431,0.512086381590788,-0.910737783638597
1085708,-0.01273,0.481843036711702,-0.943551084198188
1088876,-0.1588,0.500851691289535,-0.844579661650022
1093506,0.1534,0.476199784661726,1.09674335160148
1082148,-0.3823,0.499846863544367,-0.814418976954287
1091050,0.3819,0.495565073521286,0.844467857362359
1084618,0.08317,0.489489124154197,-0.731629349406748
1086982,-0.2621,0.434238501346654,-0.677617319342038
1083812,-0.1075,0.495817448715075,-0.883257484572388
1094006,-0.3016,0.483632207280454,-0.0431445114970409
1084354,-0.3031,0.489743014925279,0.360952380682955
1084296,NA,NA,NA
1087660,-0.2724,0.504860898421589,-0.887378334480462
1080848,-0.2418,0.409378739608034,-0.156950091667728
1093812,NA,NA,NA
1089646,0.32,0.49934407077746,0.652151625851887
1089234,-0.3312,0.48872707294663,-0.8148041121564
1084298,-0.2455,0.489743014925279,0.750146807447915
1081484,-0.2825,0.496826317999691,-0.85917696741054
1084232,-0.4366,0.489743014925279,-0.541086785517084
1086224,-0.06654,0.464301492527888,-0.089265427713526
1093784,-0.126,0.499092579670425,-0.878111529480037
1092036,-0.2065,0.501855508649842,-0.887709236597967
1080222,-0.001136,0.511838111085501,-0.897896370526888
1085742,0.2351,0.501855508649842,0.94045600396817
1091226,0.3411,0.505360912630127,1.12944480907976
294350,-0.183,0.522702274313175,-0.444399912294494
1085698,0.0391,0.465861021562244,-0.659678541219608
1088626,0.02989,0.503108859496513,-0.35921449246067
1091682,-0.5076,0.504360631616837,-0.816496571805633
1086256,-0.1199,0.480563163262406,-0.514272943075283
1095386,0.4812,0.408832373993957,0.689878653934454
1090770,-0.679,0.484908291786518,-0.7523621784552
