,id,TYM,SGNC,SGNO
0,SA2,-21.60167041,0.89501718,-3.962538833
1,SA3,-4.12046709,3.654298936,11.31283266
2,SA4,-16.40455591,-4.589386756,-5.03149057
3,SA5,-17.82195078,2.128595891,6.067185942
4,SA6,-16.40455591,-7.680688979,-7.667426242
5,SA7,-15.93209096,4.856935009,-7.31163593
6,SA8,-13.56976618,6.057691858,-8.73158092
7,SA9,-19.71181059,-2.536247071,-7.251225872
8,SA10,-14.98716105,-3.726229224,-4.476556744
9,SA11,7.691156777,-6.732413191,-4.130820515
10,SA12,-7.900186727,-4.134747356,-6.155503483
11,SA13,0.604182457,-7.135331429,-2.801375072
12,SA15,49.26807279,5.069872673,0.301559097
13,SA16,-8.845116636,-1.082347516,2.151268304
14,SA17,-20.6567405,-1.460776592,-0.482890699
15,SA20,46.90574802,9.299367416,-0.084952286
16,SA21,30.3694746,-10.28767687,-3.475213355
17,SA22,-13.56976618,7.982871498,9.396788896
18,SA23,-16.87702087,3.416955536,4.818584835
19,SA24,10.99841146,13.53275889,19.06358999
20,SA25,-16.40455591,10.64709704,-4.028606217
21,SA26,-0.813212407,7.771111524,2.411959578
22,SA27,-16.87702087,-6.108147111,-2.395554898
23,SA28,-14.98716105,-1.966241812,-4.328032941
24,SA29,-21.60167041,-3.242332361,-3.036327655
25,SA30,-18.76688068,-3.268088255,-1.56315416
26,SA31,8.163621732,8.020776473,8.425654701
27,SA32,-16.40455591,-8.003975796,-7.806159698
28,SA33,14.7781311,-0.039017506,7.024550367
29,SA34,4.856367049,-8.078665619,3.84745064
30,SA35,-6.010326908,1.435896561,6.880453046
31,SA36,-21.60167041,-0.378563421,-4.573263266
32,SA37,35.09412415,-0.889950944,0.423390466
33,SA38,-18.76688068,0.184565446,4.316545534
34,SA39,-19.23934564,-1.945560001,2.821470479
35,SA40,-4.592932044,-4.380517139,-3.921622919
36,SA41,-6.010326908,-1.786039249,-0.961102797
37,SA42,-14.51469609,5.807587673,-5.308957483
38,SA43,47.37821297,1.619656568,5.735904408
39,SA44,44.54342324,3.886951739,-1.455352091
40,SA45,39.8187737,-11.2469122,-6.66731295
41,SA46,41.23616856,-1.001466441,-1.073576774
42,SA47,-8.372651682,5.176785983,13.09385289
43,SA48,-17.82195078,0.36811554,8.63254253
44,SA49,-3.17553718,-2.337642692,5.928452486
45,SA50,-18.76688068,-9.150126174,-7.373817177
46,SA51,51.63039756,-1.260274514,1.072781512
47,SA52,2.021577321,-4.679048102,-2.318132838
48,SA53,-20.18427555,-0.39129522,2.19212802
49,SA54,2.966507231,9.314997307,1.885366899
50,SA55,-23.01906528,-13.38975617,-6.283736646
51,SA56,-18.76688068,-12.45248538,-8.699947819
52,SA57,-16.87702087,1.213992214,0.259159081
53,SA58,-7.900186727,-4.674074059,-7.31163593
54,SA59,31.31440451,-5.162601129,-5.825908723
55,SA60,37.92891388,-9.934728212,0.545221836
56,SA61,-20.6567405,4.663951775,-8.638560436
57,SA62,-5.065396999,4.203817776,7.367778523
58,SA63,41.70863351,-9.336296137,-3.787048405
59,SA64,3.91143714,2.361388256,9.302475532
60,SA65,-20.18427555,-1.079480956,-8.083626611
61,SA66,-20.18427555,-6.308007192,0.101647317
62,SA67,-20.18427555,-3.546200208,3.431250271
63,SA68,1.549112367,-0.57131092,1.838916587
64,SA69,-5.537861954,4.732530558,17.35795082
65,SA70,37.45644892,-2.574816821,-2.534288355
66,SA74,-16.40455591,2.089477833,-8.470299502
67,SA75,-17.34948582,-3.156812054,-3.782889462
68,SA76,43.59849333,6.295528684,-2.5005624
69,SA77,-21.12920546,0.447854568,-7.692860973
70,SA78,-4.592932044,12.65724483,12.01110126
71,SA79,-3.648002135,11.58648424,-1.282248706
72,SA80,-21.12920546,-2.658520238,-1.979354529
73,SA81,42.18109847,6.816978084,1.90518225
74,SA82,-20.6567405,-3.094275701,5.928452486
75,SA83,-22.07413537,-2.244624918,-7.112492416
76,SA85,29.42454469,-6.001756622,5.418476613
77,SA86,34.62165919,6.974406545,1.609219854
